Word,Length,Freq_HAL,Log_Freq_HAL
conducts,8,"1,252",7.132
converse,8,"1,252",7.132
cowardly,8,"1,251",7.132
forestry,8,"1,252",7.132
gentiles,8,"1,252",7.132
manpower,8,"1,252",7.132
striving,8,"1,252",7.132
balances,8,"1,250",7.131
captures,8,"1,249",7.13
flotilla,8,"1,248",7.129
spraying,8,"1,247",7.128
sprinkle,8,"1,246",7.128
startled,8,"1,242",7.124
disarmed,8,"1,236",7.12
outraged,8,"1,237",7.12
migrated,8,"1,235",7.119
Mohammad,8,"1,235",7.119
backside,8,"1,231",7.116
Cheshire,8,"1,231",7.116
commando,8,"1,232",7.116
abruptly,8,"1,230",7.115
offender,8,"1,230",7.115
cabinets,8,"1,229",7.114
adultery,8,"1,228",7.113
renowned,8,"1,228",7.113
offenses,8,"1,227",7.112
utilizes,8,"1,225",7.111
strained,8,"1,223",7.109
fearsome,8,"1,222",7.108
Guinness,8,"1,222",7.108
vouchers,8,"1,222",7.108
Calcutta,8,"1,221",7.107
painless,8,"1,220",7.107
skinhead,8,"1,221",7.107
dictated,8,"1,219",7.106
coupling,8,"1,218",7.105
teamwork,8,"1,217",7.104
diarrhea,8,"1,214",7.102
Labrador,8,"1,214",7.102
patriots,8,"1,214",7.102
sketches,8,"1,215",7.102
withheld,8,"1,214",7.102
shielded,8,"1,212",7.1
spurious,8,"1,211",7.099
buffered,8,"1,209",7.098
freehand,8,"1,210",7.098
prostate,8,"1,209",7.098
terriers,8,"1,209",7.098
salaried,8,"1,207",7.096
suitcase,8,"1,207",7.096
executor,8,"1,206",7.095
envision,8,"1,204",7.093
narrowed,8,"1,203",7.093
scramble,8,"1,203",7.093
truthful,8,"1,203",7.093
conserve,8,"1,201",7.091
hallmark,8,"1,199",7.089
instruct,8,"1,199",7.089
resisted,8,"1,199",7.089
Socrates,8,"1,196",7.087
detached,8,"1,195",7.086
attracts,8,"1,193",7.084
persists,8,"1,193",7.084
distract,8,"1,191",7.083
paycheck,8,"1,190",7.082
fatality,8,"1,187",7.079
wormwood,8,"1,187",7.079
vigorous,8,"1,184",7.077
accented,8,"1,182",7.075
Reginald,8,"1,182",7.075
blockade,8,"1,179",7.072
sidekick,8,"1,176",7.07
thinkers,8,"1,176",7.07
rosettes,8,"1,175",7.069
revolver,8,"1,173",7.067
holiness,8,"1,172",7.066
reusable,8,"1,170",7.065
succeeds,8,"1,170",7.065
ruthless,8,"1,169",7.064
settlers,8,"1,169",7.064
eyebrows,8,"1,168",7.063
grinning,8,"1,168",7.063
monarchy,8,"1,168",7.063
radicals,8,"1,168",7.063
averaged,8,"1,166",7.061
diplomat,8,"1,166",7.061
printout,8,"1,166",7.061
kingdoms,8,"1,165",7.06
nicotine,8,"1,165",7.06
ratified,8,"1,161",7.057
vocalist,8,"1,161",7.057
summoned,8,"1,159",7.055
upstream,8,"1,157",7.054
battered,8,"1,156",7.053
careless,8,"1,155",7.052
resolves,8,"1,155",7.052
disciple,8,"1,154",7.051
imprison,8,"1,152",7.049
theaters,8,"1,150",7.048
necklace,8,"1,149",7.047
insignia,8,"1,148",7.046
watchers,8,"1,148",7.046
driveway,8,"1,147",7.045
township,8,"1,147",7.045
gracious,8,"1,146",7.044
survives,8,"1,145",7.043
Slovenia,8,"1,144",7.042
pristine,8,"1,141",7.04
uppercut,8,"1,141",7.04
wrestler,8,"1,141",7.04
grasping,8,"1,140",7.039
infringe,8,"1,137",7.036
analytic,8,"1,135",7.034
emulated,8,"1,135",7.034
breathed,8,"1,133",7.033
depended,8,"1,132",7.032
hardened,8,"1,130",7.03
stinking,8,"1,130",7.03
forcibly,8,"1,129",7.029
beholder,8,"1,128",7.028
grouping,8,"1,128",7.028
invoking,8,"1,127",7.027
servings,8,"1,125",7.026
comedian,8,"1,124",7.025
reckless,8,"1,123",7.024
syllable,8,"1,123",7.024
verbally,8,"1,123",7.024
voltages,8,"1,123",7.024
memorize,8,"1,122",7.023
hesitant,8,"1,117",7.018
perverse,8,"1,116",7.018
securing,8,"1,116",7.018
fiddling,8,"1,115",7.017
landlord,8,"1,115",7.017
balloons,8,"1,114",7.016
heartily,8,"1,114",7.016
reformed,8,"1,114",7.016
quitting,8,"1,112",7.014
harassed,8,"1,108",7.01
decipher,8,"1,106",7.009
goldfish,8,"1,107",7.009
shooters,8,"1,105",7.008
showdown,8,"1,104",7.007
dangling,8,"1,103",7.006
antibody,8,"1,101",7.004
distrust,8,"1,099",7.002
poisoned,8,"1,096",6.999
vibrator,8,"1,095",6.999
congrats,8,"1,094",6.998
divinity,8,"1,093",6.997
graphite,8,"1,092",6.996
antiques,8,"1,089",6.993
knitting,8,"1,088",6.992
solitary,8,"1,087",6.991
somerset,8,"1,087",6.991
Arabians,8,"1,086",6.99
attaches,8,"1,086",6.99
disposed,8,"1,084",6.988
disliked,8,"1,083",6.987
examines,8,"1,080",6.985
enhances,8,"1,077",6.982
assaults,8,"1,070",6.975
barefoot,8,"1,070",6.975
predicts,8,"1,068",6.974
disclose,8,"1,067",6.973
gullible,8,"1,067",6.973
creeping,8,"1,065",6.971
excludes,8,"1,064",6.97
rounding,8,"1,062",6.968
departed,8,"1,061",6.967
wasteful,8,"1,059",6.965
alarming,8,"1,058",6.964
maverick,8,"1,058",6.964
omission,8,"1,057",6.963
deputies,8,"1,056",6.962
awakened,8,"1,055",6.961
landings,8,"1,055",6.961
sabotage,8,"1,055",6.961
preamble,8,"1,053",6.959
cerebral,8,"1,052",6.958
chestnut,8,"1,052",6.958
radiator,8,"1,051",6.957
theatres,8,"1,050",6.957
prepares,8,"1,049",6.956
waitress,8,"1,048",6.955
deserted,8,"1,047",6.954
gradient,8,"1,046",6.953
commence,8,"1,045",6.952
Sanskrit,8,"1,044",6.951
motivate,8,"1,043",6.95
catalyst,8,"1,042",6.949
legalize,8,"1,040",6.947
reactors,8,"1,040",6.947
provoked,8,"1,039",6.946
bragging,8,"1,038",6.945
flawless,8,"1,035",6.942
lipstick,8,"1,035",6.942
sweating,8,"1,034",6.941
blankets,8,"1,033",6.94
melodies,8,"1,033",6.94
villains,8,"1,032",6.939
pitfalls,8,"1,031",6.938
mismatch,8,"1,025",6.932
Tasmania,8,"1,025",6.932
communal,8,"1,024",6.931
jeopardy,8,"1,024",6.931
outbreak,8,"1,023",6.93
agnostic,8,"1,021",6.929
enlisted,8,"1,021",6.929
Italians,8,"1,021",6.929
fortunes,8,"1,020",6.928
cauldron,8,"1,019",6.927
confuses,8,"1,019",6.927
prenatal,8,"1,019",6.927
railways,8,"1,016",6.924
humanist,8,"1,013",6.921
obedient,8,"1,013",6.921
artists,8,"1,012",6.92
fearless,8,"1,011",6.919
giggling,8,"1,008",6.916
enlarged,8,"1,007",6.915
splendid,8,"1,007",6.915
uprising,8,"1,006",6.914
pathways,8,"1,005",6.913
flushing,8,"1,003",6.911
goodwill,8,"1,003",6.911
kneeling,8,"1,003",6.911
stingray,8,"1,003",6.911
catering,8,"1,001",6.909
Doomsday,8,"1,001",6.909
Ethiopia,8,"1,001",6.909
pioneers,8,999,6.907
lifelong,8,998,6.906
advising,8,994,6.902
downfall,8,994,6.902
banished,8,993,6.901
inquired,8,993,6.901
soldered,8,993,6.901
promoter,8,992,6.9
eclectic,8,991,6.899
trimming,8,991,6.899
stimulus,8,990,6.898
maternal,8,984,6.892
hedgehog,8,983,6.891
premiums,8,982,6.89
stallion,8,981,6.889
appalled,8,980,6.888
coercive,8,979,6.887
fugitive,8,978,6.886
orbiting,8,977,6.884
phonetic,8,977,6.884
emporium,8,976,6.883
especial,8,976,6.883
explodes,8,976,6.883
checkout,8,975,6.882
turnpike,8,975,6.882
gestures,8,971,6.878
slapping,8,971,6.878
loathing,8,970,6.877
traverse,8,968,6.875
watchdog,8,968,6.875
comrades,8,967,6.874
humility,8,964,6.871
examiner,8,963,6.87
Cheyenne,8,962,6.869
fielding,8,962,6.869
Cadillac,8,960,6.867
overhaul,8,960,6.867
pictured,8,960,6.867
plethora,8,960,6.867
brunette,8,958,6.865
deletion,8,958,6.865
restless,8,956,6.863
hardship,8,955,6.862
surveyed,8,955,6.862
narrowly,8,954,6.861
untapped,8,954,6.861
dislikes,8,952,6.859
stampede,8,952,6.859
insiders,8,948,6.854
capsules,8,945,6.851
outweigh,8,944,6.85
outsider,8,943,6.849
specimen,8,943,6.849
asterisk,8,940,6.846
adhesive,8,938,6.844
tiresome,8,938,6.844
toughest,8,938,6.844
Trinidad,8,936,6.842
adorable,8,935,6.841
drifting,8,935,6.841
Aquarius,8,934,6.839
cynicism,8,934,6.839
bursting,8,933,6.838
guarding,8,931,6.836
honorary,8,931,6.836
Mongolia,8,931,6.836
nineteen,8,931,6.836
explores,8,929,6.834
preached,8,928,6.833
purebred,8,928,6.833
baptized,8,927,6.832
degraded,8,927,6.832
Emmanuel,8,927,6.832
devotees,8,926,6.831
Lutheran,8,926,6.831
unloaded,8,926,6.831
woodland,8,926,6.831
yielding,8,926,6.831
fashions,8,924,6.829
flourish,8,924,6.829
pertains,8,924,6.829
silicone,8,924,6.829
swearing,8,923,6.828
vineyard,8,923,6.828
Benedict,8,921,6.825
keystone,8,920,6.824
cleverly,8,919,6.823
shotguns,8,918,6.822
dealers,8,916,6.82
pitchers,8,916,6.82
broccoli,8,915,6.819
educator,8,915,6.819
spotting,8,914,6.818
passions,8,912,6.816
firebird,8,911,6.815
Shetland,8,911,6.815
pedantic,8,910,6.813
occupies,8,909,6.812
backdrop,8,908,6.811
mystique,8,908,6.811
rightful,8,908,6.811
scrapped,8,908,6.811
repealed,8,906,6.809
slowness,8,906,6.809
blending,8,905,6.808
cheering,8,905,6.808
chloride,8,904,6.807
additive,8,903,6.806
remnants,8,903,6.806
exploits,8,902,6.805
merciful,8,901,6.804
Jamaican,8,900,6.802
graceful,8,899,6.801
conveyed,8,898,6.8
phrasing,8,898,6.8
aspiring,8,897,6.799
cleaners,8,896,6.798
barbaric,8,895,6.797
curtains,8,894,6.796
deceived,8,894,6.796
clinging,8,893,6.795
intrepid,8,893,6.795
impulses,8,892,6.793
surfaced,8,892,6.793
flamenco,8,891,6.792
freedman,8,891,6.792
burglary,8,890,6.791
commuter,8,890,6.791
draining,8,890,6.791
brightly,8,889,6.79
conceded,8,889,6.79
denounce,8,889,6.79
typeface,8,888,6.789
eloquent,8,887,6.788
embodied,8,887,6.788
smelling,8,887,6.788
softball,8,886,6.787
solitude,8,885,6.786
spirited,8,885,6.786
consumes,8,883,6.783
gangster,8,882,6.782
optimism,8,882,6.782
affirmed,8,880,6.78
musicals,8,880,6.78
yearbook,8,880,6.78
nutrient,8,878,6.778
shedding,8,878,6.778
systemic,8,877,6.777
ecstatic,8,876,6.775
earrings,8,875,6.774
restrain,8,874,6.773
surgeons,8,874,6.773
shameful,8,873,6.772
fastened,8,871,6.77
resorted,8,870,6.768
intercom,8,868,6.766
Saratoga,8,868,6.766
rhythmic,8,867,6.765
sneakers,8,867,6.765
grandeur,8,866,6.764
informer,8,866,6.764
asbestos,8,865,6.763
dwelling,8,864,6.762
forensic,8,864,6.762
diatribe,8,861,6.758
enslaved,8,860,6.757
outbound,8,860,6.757
quilting,8,860,6.757
forsaken,8,859,6.756
Israels,8,859,6.756
pedigree,8,858,6.755
unmarked,8,858,6.755
horrific,8,857,6.753
sluggish,8,856,6.752
councils,8,855,6.751
hardwood,8,855,6.751
shredded,8,855,6.751
cultured,8,854,6.75
thriving,8,854,6.75
charcoal,8,853,6.749
stalking,8,853,6.749
confines,8,851,6.746
pinpoint,8,851,6.746
withhold,8,851,6.746
anecdote,8,850,6.745
negation,8,850,6.745
praising,8,850,6.745
focussed,8,848,6.743
justices,8,847,6.742
quantify,8,847,6.742
majestic,8,846,6.741
booklets,8,845,6.739
Germanic,8,845,6.739
wetlands,8,844,6.738
doorstep,8,843,6.737
naturist,8,843,6.737
prolific,8,843,6.737
suicides,8,843,6.737
knuckles,8,842,6.736
afforded,8,840,6.733
overdose,8,840,6.733
anterior,8,839,6.732
battling,8,839,6.732
caressed,8,839,6.732
dedicate,8,838,6.731
gripping,8,838,6.731
autistic,8,836,6.729
recharge,8,835,6.727
coursing,8,833,6.725
Europes,8,833,6.725
twenties,8,833,6.725
hammered,8,831,6.723
polygamy,8,831,6.723
mischief,8,830,6.721
garments,8,829,6.72
drumming,8,828,6.719
youthful,8,828,6.719
drummers,8,827,6.718
inertial,8,827,6.718
narrower,8,827,6.718
sneaking,8,827,6.718
demented,8,826,6.717
dogmatic,8,826,6.717
Georges,8,826,6.717
prologue,8,826,6.717
wardrobe,8,826,6.717
crusades,8,824,6.714
muttered,8,824,6.714
enriched,8,823,6.713
textiles,8,823,6.713
mattered,8,822,6.712
victims,8,819,6.708
kangaroo,8,818,6.707
writhing,8,817,6.706
contours,8,816,6.704
regained,8,816,6.704
unlocked,8,816,6.704
hovering,8,815,6.703
wrappers,8,814,6.702
bedrooms,8,813,6.701
trapping,8,813,6.701
mosquito,8,812,6.7
blinding,8,811,6.698
hallowed,8,811,6.698
timeless,8,809,6.696
paganism,8,807,6.693
barracks,8,805,6.691
chuckled,8,804,6.69
complied,8,804,6.69
credence,8,804,6.69
exponent,8,803,6.688
fracture,8,803,6.688
meditate,8,802,6.687
suitably,8,802,6.687
broadest,8,799,6.683
Siberian,8,799,6.683
spanning,8,799,6.683
ranchers,8,798,6.682
stalling,8,798,6.682
abridged,8,797,6.681
policing,8,796,6.68
casualty,8,794,6.677
wildfire,8,794,6.677
lovingly,8,792,6.675
nobility,8,790,6.672
gardener,8,789,6.671
treatise,8,789,6.671
wrangler,8,788,6.669
deranged,8,787,6.668
escorted,8,786,6.667
populist,8,786,6.667
formulae,8,785,6.666
refunded,8,785,6.666
bargains,8,784,6.664
fingered,8,784,6.664
streamer,8,784,6.664
Passover,8,783,6.663
esteemed,8,782,6.662
emeritus,8,780,6.659
puzzling,8,779,6.658
roulette,8,779,6.658
audition,8,778,6.657
corporal,8,778,6.657
shuffled,8,778,6.657
venomous,8,776,6.654
renounce,8,775,6.653
sporadic,8,775,6.653
thirties,8,774,6.652
pensions,8,773,6.65
inferred,8,772,6.649
retiring,8,772,6.649
unworthy,8,772,6.649
doubting,8,771,6.648
narrator,8,771,6.648
cruisers,8,770,6.646
mixtures,8,770,6.646
Honduras,8,769,6.645
clenched,8,767,6.642
fruitful,8,767,6.642
watering,8,767,6.642
diverted,8,766,6.641
ordained,8,766,6.641
defiance,8,765,6.64
sniffing,8,765,6.64
declines,8,764,6.639
lonesome,8,763,6.637
achieves,8,762,6.636
scratchy,8,761,6.635
excesses,8,760,6.633
fuselage,8,759,6.632
steaming,8,759,6.632
elegance,8,758,6.631
pretends,8,758,6.631
alkaline,8,757,6.629
guerilla,8,757,6.629
scraping,8,757,6.629
flagrant,8,756,6.628
locality,8,755,6.627
polymers,8,752,6.623
snapping,8,751,6.621
sediment,8,749,6.619
sadistic,8,748,6.617
tutoring,8,748,6.617
intrigue,8,747,6.616
softened,8,747,6.616
whopping,8,747,6.616
tapestry,8,745,6.613
airspace,8,744,6.612
overture,8,744,6.612
climates,8,743,6.611
donating,8,743,6.611
charisma,8,742,6.609
revolves,8,742,6.609
scarcely,8,742,6.609
impacted,8,741,6.608
pursuits,8,741,6.608
Newtons,8,740,6.607
beatings,8,739,6.605
deferred,8,739,6.605
Bartlett,8,738,6.604
metering,8,737,6.603
punitive,8,736,6.601
salesmen,8,736,6.601
slashing,8,736,6.601
veracity,8,735,6.6
panorama,8,734,6.599
faceless,8,733,6.597
issuance,8,733,6.597
charting,8,732,6.596
chopping,8,731,6.594
totality,8,731,6.594
adapting,8,729,6.592
epilepsy,8,729,6.592
auspices,8,727,6.589
silenced,8,727,6.589
Steelers,8,727,6.589
thriller,8,726,6.588
resonant,8,724,6.585
nostrils,8,723,6.583
smoothed,8,723,6.583
soothing,8,723,6.583
wanderer,8,723,6.583
leaflets,8,720,6.579
grandson,8,719,6.578
swirling,8,719,6.578
frighten,8,718,6.576
baseless,8,717,6.575
Caucasus,8,717,6.575
Fridays,8,717,6.575
glaciers,8,717,6.575
darkened,8,716,6.574
bookshop,8,715,6.572
heretics,8,715,6.572
stairway,8,714,6.571
tempered,8,714,6.571
clerical,8,713,6.569
publics,8,713,6.569
squarely,8,712,6.568
glancing,8,711,6.567
overland,8,711,6.567
swimsuit,8,711,6.567
trombone,8,709,6.564
wizardry,8,709,6.564
endanger,8,708,6.562
infusion,8,708,6.562
observes,8,708,6.562
reckoned,8,708,6.562
reflexes,8,708,6.562
cleavage,8,707,6.561
unneeded,8,705,6.558
colossal,8,704,6.557
deducted,8,704,6.557
honoring,8,704,6.557
obscured,8,704,6.557
accolade,8,703,6.555
blooming,8,703,6.555
chemists,8,703,6.555
Doberman,8,703,6.555
bombings,8,702,6.554
remedial,8,702,6.554
unsolved,8,701,6.553
vitality,8,701,6.553
Greeces,8,700,6.551
spilling,8,700,6.551
swimmers,8,700,6.551
cheerful,8,699,6.55
subtlety,8,699,6.55
despised,8,698,6.548
Dearborn,8,697,6.547
methanol,8,697,6.547
expedite,8,696,6.545
bitterly,8,695,6.544
breakers,8,695,6.544
fixtures,8,695,6.544
mediator,8,695,6.544
unlisted,8,695,6.544
conforms,8,694,6.542
Faulkner,8,694,6.542
despotic,8,693,6.541
pretense,8,693,6.541
biscuits,8,690,6.537
cucumber,8,690,6.537
proverbs,8,690,6.537
amounted,8,689,6.535
Achilles,8,688,6.534
boutique,8,687,6.532
freshmen,8,687,6.532
pendulum,8,685,6.529
scandals,8,685,6.529
gruesome,8,684,6.528
redeemed,8,684,6.528
sheepdog,8,684,6.528
workouts,8,683,6.526
auditory,8,682,6.525
innuendo,8,682,6.525
Beatrice,8,679,6.521
filament,8,679,6.521
reassure,8,678,6.519
dentists,8,677,6.518
insomnia,8,677,6.518
Sarasota,8,676,6.516
dispense,8,675,6.515
expended,8,675,6.515
forceful,8,675,6.515
civility,8,674,6.513
fixation,8,674,6.513
importer,8,673,6.512
liberate,8,673,6.512
spitfire,8,673,6.512
blackout,8,672,6.51
outboard,8,672,6.51
pavilion,8,672,6.51
impunity,8,671,6.509
Millers,8,671,6.509
overturn,8,671,6.509
vendetta,8,671,6.509
populous,8,670,6.507
chipping,8,669,6.506
demeanor,8,668,6.504
idealism,8,668,6.504
neurotic,8,666,6.501
racially,8,666,6.501
assuring,8,663,6.497
blossoms,8,663,6.497
circling,8,663,6.497
equating,8,663,6.497
telecast,8,663,6.497
disallow,8,659,6.491
embossed,8,659,6.491
vaseline,8,659,6.491
daunting,8,657,6.488
engraved,8,657,6.488
fulfills,8,656,6.486
seminary,8,655,6.485
Nazarene,8,654,6.483
invoices,8,653,6.482
anyplace,8,652,6.48
clippers,8,652,6.48
darkroom,8,652,6.48
textured,8,652,6.48
warships,8,652,6.48
blushing,8,650,6.477
hostages,8,650,6.477
Sheraton,8,650,6.477
souvenir,8,649,6.475
affluent,8,648,6.474
competed,8,648,6.474
totaling,8,648,6.474
wheeling,8,647,6.472
emissary,8,645,6.469
lucidity,8,645,6.469
markedly,8,644,6.468
traitors,8,644,6.468
fantasia,8,643,6.466
inquirer,8,643,6.466
eggplant,8,642,6.465
favoring,8,642,6.465
irritate,8,642,6.465
Protozoa,8,642,6.465
approves,8,641,6.463
giveaway,8,641,6.463
happiest,8,641,6.463
postpone,8,641,6.463
delights,8,639,6.46
morphine,8,638,6.458
baritone,8,637,6.457
ceilings,8,637,6.457
intently,8,637,6.457
nineties,8,637,6.457
aversion,8,636,6.455
Polaroid,8,636,6.455
pantheon,8,635,6.454
bypassed,8,634,6.452
clogging,8,634,6.452
geniuses,8,634,6.452
Nagasaki,8,634,6.452
Freudian,8,633,6.45
motioned,8,633,6.45
stupidly,8,633,6.45
hangover,8,630,6.446
monogamy,8,630,6.446
toddlers,8,630,6.446
Barbados,8,629,6.444
coatings,8,629,6.444
Interpol,8,627,6.441
rocketry,8,627,6.441
ceramics,8,626,6.439
pedestal,8,626,6.439
sparring,8,626,6.439
sweetest,8,626,6.439
Asimovs,8,625,6.438
inducing,8,625,6.438
aptitude,8,624,6.436
crossbow,8,624,6.436
misprint,8,624,6.436
polluted,8,624,6.436
sculptor,8,624,6.436
luncheon,8,623,6.435
admiring,8,622,6.433
Wilsons,8,622,6.433
analyzes,8,621,6.431
meddling,8,621,6.431
sizeable,8,620,6.43
tattooed,8,617,6.425
Yosemite,8,617,6.425
drainage,8,613,6.418
saddened,8,613,6.418
thematic,8,613,6.418
centers,8,612,6.417
crackpot,8,612,6.417
lifeless,8,612,6.417
armchair,8,611,6.415
decently,8,611,6.415
immersed,8,611,6.415
loophole,8,611,6.415
refining,8,611,6.415
scarcity,8,611,6.415
anchored,8,610,6.413
ointment,8,610,6.413
migraine,8,609,6.412
destruct,8,608,6.41
eleventh,8,608,6.41
thinning,8,608,6.41
watchman,8,608,6.41
bonehead,8,607,6.409
loosened,8,607,6.409
idealist,8,606,6.407
secluded,8,604,6.404
stamping,8,604,6.404
vanishes,8,603,6.402
virtuous,8,603,6.402
farthest,8,602,6.4
pressman,8,602,6.4
saucepan,8,602,6.4
upheaval,8,602,6.4
airspeed,8,601,6.399
stricken,8,601,6.399
tingling,8,601,6.399
winnings,8,601,6.399
bottling,8,600,6.397
dismayed,8,598,6.394
dilation,8,597,6.392
Gretchen,8,597,6.392
planets,8,597,6.392
panicked,8,596,6.39
stinging,8,596,6.39
stroller,8,596,6.39
Gershwin,8,595,6.389
softness,8,595,6.389
syllabus,8,595,6.389
ventured,8,595,6.389
Howards,8,594,6.387
lavender,8,594,6.387
peroxide,8,594,6.387
trophies,8,594,6.387
fondness,8,593,6.385
likeness,8,593,6.385
rallying,8,591,6.382
dilution,8,590,6.38
prettier,8,590,6.38
chastity,8,589,6.378
journeys,8,589,6.378
parodies,8,589,6.378
revising,8,589,6.378
consular,8,588,6.377
desiring,8,588,6.377
skeletal,8,588,6.377
infested,8,587,6.375
samplers,8,587,6.375
tertiary,8,587,6.375
desserts,8,586,6.373
wrinkles,8,586,6.373
fiercely,8,585,6.372
flavored,8,585,6.372
radiance,8,585,6.372
rudeness,8,585,6.372
belittle,8,584,6.37
linearly,8,584,6.37
Mickeys,8,584,6.37
penchant,8,583,6.368
bounding,8,582,6.366
deriving,8,582,6.366
fullness,8,582,6.366
mahogany,8,582,6.366
mobilize,8,582,6.366
narrated,8,582,6.366
flamingo,8,580,6.363
kerosene,8,580,6.363
presumes,8,579,6.361
Sundays,8,578,6.36
eyesight,8,577,6.358
Tanzania,8,577,6.358
abrasive,8,576,6.356
converge,8,576,6.356
ailments,8,575,6.354
linguist,8,573,6.351
rosewood,8,573,6.351
wondrous,8,573,6.351
unveiled,8,572,6.349
squashed,8,571,6.347
deadlock,8,570,6.346
recovers,8,570,6.346
habitual,8,569,6.344
pinching,8,569,6.344
solvents,8,569,6.344
atypical,8,567,6.34
dateline,8,567,6.34
emitting,8,567,6.34
yearning,8,567,6.34
runabout,8,566,6.339
alienate,8,565,6.337
bubbling,8,565,6.337
solenoid,8,565,6.337
cupboard,8,564,6.335
insanely,8,564,6.335
Taylors,8,564,6.335
accorded,8,563,6.333
pondered,8,563,6.333
reappear,8,563,6.333
handmade,8,562,6.332
serenity,8,561,6.33
groaning,8,560,6.328
wrinkled,8,560,6.328
wrongful,8,560,6.328
decaying,8,558,6.324
fetching,8,558,6.324
nautical,8,558,6.324
workbook,8,558,6.324
Morpheus,8,557,6.323
ornament,8,557,6.323
taunting,8,557,6.323
carousel,8,556,6.321
impotent,8,556,6.321
modifies,8,556,6.321
trenches,8,556,6.321
differed,8,555,6.319
travesty,8,555,6.319
narcotic,8,554,6.317
precepts,8,554,6.317
oncoming,8,553,6.315
richness,8,552,6.314
tumbling,8,551,6.312
molasses,8,550,6.31
amethyst,8,549,6.308
cornered,8,549,6.308
cohesive,8,548,6.306
disperse,8,548,6.306
foreword,8,548,6.306
purports,8,548,6.306
splinter,8,548,6.306
autocrat,8,547,6.304
rainfall,8,547,6.304
arrivals,8,545,6.301
divisive,8,545,6.301
drinkers,8,545,6.301
thrashed,8,545,6.301
dilemmas,8,544,6.299
pancreas,8,544,6.299
teammate,8,544,6.299
licensee,8,543,6.297
subsided,8,543,6.297
altruism,8,542,6.295
invasive,8,542,6.295
clutches,8,540,6.292
headroom,8,539,6.29
inasmuch,8,539,6.29
dyslexia,8,538,6.288
beauties,8,537,6.286
bestowed,8,537,6.286
libelous,8,537,6.286
there're,8,537,6.286
corrupts,8,536,6.284
eyepiece,8,536,6.284
misnomer,8,536,6.284
stomping,8,536,6.284
Damascus,8,535,6.282
fittings,8,535,6.282
impolite,8,535,6.282
theorist,8,535,6.282
barbecue,8,534,6.28
Hellenic,8,534,6.28
pastures,8,534,6.28
stacking,8,534,6.28
condemns,8,533,6.279
mainline,8,533,6.279
sorority,8,533,6.279
biweekly,8,532,6.277
ejection,8,532,6.277
euphoria,8,532,6.277
playmate,8,532,6.277
underage,8,532,6.277
Yorktown,8,532,6.277
Concorde,8,531,6.275
hillside,8,531,6.275
mustangs,8,531,6.275
coughing,8,530,6.273
countess,8,530,6.273
doorbell,8,530,6.273
imbedded,8,530,6.273
emperors,8,528,6.269
ethereal,8,528,6.269
subtitle,8,528,6.269
bullfrog,8,526,6.265
heaviest,8,525,6.263
lessened,8,525,6.263
novelist,8,524,6.261
truncate,8,524,6.261
agitated,8,523,6.26
sailboat,8,523,6.26
Monsieur,8,522,6.258
pronouns,8,522,6.258
skimming,8,521,6.256
squirmed,8,521,6.256
hampered,8,520,6.254
learners,8,520,6.254
sibilant,8,520,6.254
smallish,8,520,6.254
trampled,8,520,6.254
wiggling,8,520,6.254
canister,8,519,6.252
insuring,8,519,6.252
Bordeaux,8,518,6.25
prophesy,8,518,6.25
fragrant,8,517,6.248
obscures,8,517,6.248
portrays,8,516,6.246
showings,8,516,6.246
subpoena,8,515,6.244
futility,8,514,6.242
luscious,8,514,6.242
stitched,8,514,6.242
unifying,8,514,6.242
unionist,8,514,6.242
finalist,8,512,6.238
offshoot,8,512,6.238
ammonium,8,511,6.236
antelope,8,511,6.236
Rushmore,8,511,6.236
synonyms,8,511,6.236
woodcock,8,511,6.236
diligent,8,510,6.234
electing,8,510,6.234
monorail,8,510,6.234
radiated,8,509,6.232
obituary,8,507,6.229
trucking,8,507,6.229
Wesleyan,8,507,6.229
convened,8,506,6.227
laborers,8,506,6.227
allegory,8,505,6.225
crickets,8,505,6.225
Mondays,8,505,6.225
arguable,8,504,6.223
competes,8,504,6.223
escalate,8,504,6.223
painters,8,503,6.221
taxonomy,8,503,6.221
cascades,8,502,6.219
enforces,8,502,6.219
tasteful,8,502,6.219
amenable,8,501,6.217
Algerian,8,500,6.215
audacity,8,500,6.215
sensuous,8,500,6.215
elective,8,499,6.213
gleaming,8,499,6.213
inhumane,8,499,6.213
airfield,8,498,6.211
celibacy,8,498,6.211
mnemonic,8,498,6.211
shamrock,8,498,6.211
protease,8,497,6.209
trapdoor,8,497,6.209
bookings,8,496,6.207
Georgian,8,496,6.207
prefixes,8,496,6.207
romances,8,496,6.207
campfire,8,495,6.205
Josephs,8,495,6.205
reloaded,8,494,6.203
skillful,8,494,6.203
trashcan,8,494,6.203
conspire,8,493,6.201
foreplay,8,493,6.201
rattling,8,493,6.201
stagnant,8,493,6.201
mouthful,8,492,6.198
towering,8,492,6.198
artistry,8,491,6.196
footwork,8,491,6.196
trustees,8,491,6.196
computes,8,490,6.194
monoxide,8,490,6.194
reverses,8,490,6.194
shrapnel,8,490,6.194
atrocity,8,489,6.192
smuggled,8,489,6.192
prevails,8,488,6.19
injuring,8,487,6.188
mustache,8,487,6.188
Rawlings,8,487,6.188
ambrosia,8,486,6.186
rescuing,8,486,6.186
snatched,8,486,6.186
mistrust,8,485,6.184
renewing,8,485,6.184
roadside,8,485,6.184
